sentence_id,sentence,sentiment_label,nFix,GD,TRT,FFD,GPT
35,But tongue-in-cheek preposterousness has always been part of For the most part Wilde 's droll whimsy helps `` Being Earnest '' overcome its weaknesses and Parker 's creative interference ...,2,0.20509640967953008,0.6175996918755126,0.11942145937987139,0.14187356517938274,0.1645122564693653
36,Much of the movie 's charm lies in the utter cuteness of Stuart and Margolo .,2,-0.5002117898463955,-0.07354754101071292,-0.5935522505527887,-0.5366014381455143,-0.5220044875694456
37,Their computer-animated faces are very expressive .,2,0.9091109206696338,1.166178467831637,0.733221954320083,0.8575746005503898,0.8354604794116245
38,"The path Ice Age follows most closely , though , is the one established by Warner Bros. giant Chuck Jones , who died a matter of weeks before the movie 's release .",1,-0.5219708721384684,-0.5066042517486228,-0.4951343149606336,-0.5415959013325651,-0.5147467615030153
39,"... spiced with humor -LRB- ' I speak fluent flatula , ' advises Denlopp after a rather , er , bubbly exchange with an alien deckhand -RRB- and witty updatings -LRB- Silver 's parrot has been replaced with Morph , a cute alien creature who mimics everyone and everything around -RRB-",2,0.3361987737737965,0.35398979265778585,0.31443546858360655,0.28724814277536886,0.33203582980302593
40,There 's an energy to Y Tu Mamá También .,2,1.6261637555225046,1.4704479232722605,1.4963676208412788,1.609980651788656,1.58417417715978
41,"Much of it comes from the brave , uninhibited performances by its lead actors .",2,-0.4135294868055846,0.458669858825778,-0.5760054338288764,-0.43857092295261096,-0.4889599012790837
42,"`` 13 Conversations '' holds its goodwill close , but is relatively slow to come to the point .",1,0.8614046751833948,0.9837465245513444,0.7478062843405924,0.7912752119833437,0.8285215445887144
43,`` Auto Focus '' works as an unusual biopic and document of male swingers in the Playboy era,2,0.2268251878081458,0.14739307800737245,0.2514508347414966,0.2737265293757614,0.2695717623765799
44,"If Mr. Zhang 's subject matter is , to some degree at least , quintessentially American , his approach to storytelling might be called Iranian .",1,-0.042124953794472474,-0.32574400739592596,0.034602226517308106,-0.02849807732184273,-0.003481531376366316
45,... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... The film 's ending has a `` What was it all for ? '',0,-1.6011905258078896,-1.1862391144435378,-1.5324137981875359,-1.59070759976196,-1.5800442283720029
46,"feeling to it , but like the 1920 's , the trip there is a great deal of fun .",2,-0.4474970529579658,0.055474622785547496,-0.6061926373243857,-0.5254859873311536,-0.4690814941944593
47,`` Cremaster 3 '' should come with the warning `` For serious film buffs only ! '',2,1.2272247688582123,1.0185026478678108,1.2354081512748762,1.2552841695003183,1.2359715079839566
48,Made me unintentionally famous -- as the queasy-stomached critic who staggered from the theater and blacked out in the lobby .,0,-0.13429866410943717,0.6951906508932949,-0.40990240682136836,-0.24726181299874211,-0.23363467133268917
49,"But believe it or not , it 's one of the most beautiful , evocative works I 've seen .",2,-1.1798020847445547,-0.43427315313914006,-1.3158537153554843,-1.3224503090838724,-1.2255833258167192
50,"García Bernal and Talancón are an immensely appealing couple , and even though their story is predictable , you 'll want things to work out .",2,0.5006574765301449,0.830253865148809,0.3583936205490053,0.4313023984941003,0.46595020265249243
51,"... a spoof comedy that carries its share of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh .",2,-0.8897926392437764,-1.0494343100563033,-0.8093879086042326,-0.8773158629754897,-0.8647109765279924
52,"-LRB- City -RRB- reminds us how realistically nuanced a Robert De Niro performance can be when he is not more lucratively engaged in the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and ` Analyze That , ' promised -LRB- or threatened -RRB- for later this year .",2,-0.3744643565827021,-0.14857015603605994,-0.41898899464360473,-0.3784214671225246,-0.377156107267503
53,The wanton slipperiness of \* Corpus and its amiable jerking and reshaping of physical time and space would make it a great piece to watch with kids and use to introduce video as art .,2,-1.1869730928671505,-0.5641606812402888,-1.1658170113898592,-1.1302730894910935,-1.1493030266894404
54,"`` Frailty '' starts out like a typical Bible killer story , but it turns out to be significantly different -LRB- and better -RRB- than most films with this theme .",2,-0.32644716932392076,0.5549481431735614,-0.5539287155505025,-0.41829625497421846,-0.4124036044058728
55,"For those who pride themselves on sophisticated , discerning taste , this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their 1*** off for an hour-and-a-half .",2,0.6120751883278349,0.855874296034694,0.4407016268249043,0.5028004749258854,0.5373315371662977
56,"It cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you .",2,-1.888554822415108,-1.0702924564625504,-1.9597284252348686,-1.9290447831484379,-1.8923989447287863
57,"A welcome relief from baseball movies that try too hard to be mythic , this one is a sweet and modest and ultimately winning story .",2,-0.35795047017917775,-0.05586494142305644,-0.4975878905007364,-0.47623836314160495,-0.4174320895680435
58,A crisp psychological drama -LRB- and -RRB- a fascinating little thriller that would have been perfect for an old `` Twilight Zone '' episode .,2,-0.25097039861801623,-0.2664419665568293,-0.28543398277307935,-0.28595683856499565,-0.2786642161601313
59,It has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .,2,-1.3783736246701603,-1.3265570387386512,-1.2709348428740876,-1.3132564630986603,-1.3503142131899457
60,"Opening with some contrived banter , cliches and some loose ends , the screenplay only comes into its own in the second half .",1,0.4766847488976738,0.907286747408779,0.2553080565955519,0.36836065138513197,0.4132561099082226
61,"An uncluttered , resonant gem that relays its universal points without lectures or confrontations . '",2,0.32841857780730693,-0.38983093737803975,0.5120283581367975,0.3889213488422357,0.41755296404674713
62,-LRB- The Cockettes -RRB- provides a window into a subculture hell-bent on expressing itself in every way imaginable . ',2,-1.005710612094708,-0.8431102975514307,-0.8325439984643948,-0.855583558535489,-0.9276852899485925
63,"A smart , steamy mix of road movie , coming-of-age story and political satire .",2,0.08375825681171117,-0.6784011950817521,0.23159980587965395,0.11788720796646684,0.1343380005161973
64,The modern-day royals have nothing on these guys when it comes to scandals .,0,-0.7702047478356427,-0.5251400730633865,-0.7496198315766459,-0.736409232963675,-0.7684684123014165
65,It 's only in fairy tales that princesses that are married for political reason live happily ever after .,0,0.5082101497356066,0.34304714385430307,0.44417134356000626,0.437221007616945,0.4699950852141587
66,"A terrific B movie -- in fact , the best in recent memory .",2,-0.7225597573728567,-1.2023113246824726,-0.6233321926158527,-0.6976722667341206,-0.682481933107934
67,`` Birthday Girl '' is an actor 's movie first and foremost .,2,1.214852198815593,1.2479081589674612,1.0830206387534265,1.196813767167683,1.1655970396681798
68,I walked away from this new version of E.T. just as I hoped I would -- with moist eyes .,2,-1.0660346221315,-1.4307893690553253,-1.1127494220958316,-1.1890886425446974,-1.0427496388441515
69,"For devotees of French cinema , Safe Conduct is so rich with period minutiae it 's like dying and going to celluloid heaven .",2,0.1666143483578488,0.5395233763169928,0.10834254364937203,0.11167716889957296,0.14492097080340843
70,What 's really so appealing about the characters is their resemblance to everyday children .,2,-0.1406644224064286,-0.2711672738293224,-0.13001828146019598,-0.12996355602370346,-0.10580801716056618
71,"Shamelessly resorting to pee-related sight gags that might even cause Tom Green a grimace ; still , Myer 's energy and the silliness of it all eventually prevail .",1,-0.23756189723581508,0.00844927500052397,-0.22557859161959953,-0.27683546511674173,-0.23596701890910501
72,An absurdist spider web .,0,-0.14037514158128409,-1.4448546692222313,0.357567332903905,0.11919566125322983,0.07512044327212508
73,"If you 're as happy listening to movies as you are watching them , and the slow parade of human frailty fascinates you , then you 're at the right film .",2,-0.11295460296420506,0.02472243714618414,-0.27943458997891674,-0.23956971187587084,-0.1618171958714513
74,"This version moves beyond the original 's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema 's inability to stand in for true , lived experience .",1,-0.17025730469947076,-0.10442986662224668,-0.14017190672275137,-0.1754092959941263,-0.15264005650592266
75,Some movies blend together as they become distant memories .,1,0.6121734716472579,1.0077378936841737,0.4213179141827052,0.5765786649755809,0.5332244683024365
76,Mention `` Solaris '' five years from now and I 'm sure those who saw it will have an opinion to share .,2,-0.6903328575203028,-0.3110571791940817,-0.7712431384345794,-0.7461555146046919,-0.6919652897374502
77,Allen 's funniest and most likeable movie in years .,2,0.8169736327152349,0.7623532119293145,0.8566613176749237,0.9051658789191404,0.8378416434564367
78,It 's a glorious spectacle like those D.W. Griffith made in the early days of silent film .,2,-0.8552911506781931,-1.0958939637202278,-0.766370091451044,-0.8293541897061639,-0.8275185520440045
79,This comic gem is as delightful as it is derivative .,2,-0.8781178991391289,0.18539612125767727,-1.004290503917084,-0.8589658598811897,-0.951140310631931
80,"More timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by Iran to the Afghani refugees who streamed across its borders , desperate for work and food .",2,0.4471296431225897,0.9036688359613368,0.2318212548428035,0.30311907679887307,0.35661011899552186
81,"The leaping story line , shaped by director Peter Kosminsky into sharp slivers and cutting impressions , shows all the signs of rich detail condensed into a few evocative images and striking character traits .",2,-0.19133293057416134,-0.014306170893185245,-0.1736314116222281,-0.170681907090135,-0.2044445188404641
82,"With three excellent principal singers , a youthful and good-looking diva and tenor and richly handsome locations , it 's enough to make you wish Jacquot had left well enough alone and just filmed the opera without all these distortions of perspective .",1,-0.03735633149690417,0.26842078046761175,-0.09563083034463953,-0.08639607910061403,-0.06402672042228222
83,"The production has been made with an enormous amount of affection , so we believe these characters love each other .",2,-0.6472035180716555,-0.1810474744780671,-0.7259503135705235,-0.6711836226484225,-0.7048405068386155
84,Certainly the performances are worthwhile .,2,1.2775748081853415,1.2651231649495611,1.1624318906639013,1.2213246633448962,1.2324058706880934
85,"Winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars .",2,0.8303448323105059,0.9448346236339233,0.7148007567222777,0.75723563268411,0.7786129241286901
86,Watching these eccentrics is both inspiring and pure joy .,2,0.7060985269843231,0.8516947272565819,0.6657415907680897,0.6927669883765426,0.7243379706242654
87,Steven Spielberg brings us another masterpiece,2,1.5425033455786747,1.3198032986831352,1.4488456809868142,1.5235635487951298,1.4749876174759273
88,"Finally , the French-produced `` Read My Lips '' is a movie that understands characters must come first .",2,0.3852258042530962,0.45201346739270587,0.31033146890243946,0.29244604655603657,0.34817150501796124
89,"Ms. Seigner and Mr. Serrault bring fresh , unforced naturalism to their characters .",2,1.4005461624993978,1.1740616383318554,1.35100255785843,1.3681805511282987,1.4041780724331465
90,Allen shows he can outgag any of those young whippersnappers making moving pictures today .,2,1.619477843352144,1.34510131666353,1.5196548794702722,1.5600822492671498,1.576364794694064
91,"A good film with a solid pedigree both in front of and , more specifically , behind the camera .",2,-1.3566950458104836,-0.9393304035880655,-1.3463953190052638,-1.3049099381402405,-1.354859547396915
92,"By no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story .",0,-0.4865156741109919,-0.07598973483040554,-0.622703943870641,-0.59501364437203,-0.55671547063562
93,I encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale -- you wo n't be sorry !,2,0.5923741625346061,0.41705931802424095,0.48260582818976994,0.4866814078342267,0.5487429496728301
94,A literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed .,2,-0.6742640742870337,-1.0081057151686559,-0.5837423431390465,-0.6568224648692153,-0.6243191083204682
95,High Crimes steals so freely from other movies and combines enough disparate types of films that it ca n't help but engage an audience .,2,0.8371738575857196,0.5529740239206292,0.8129514725480239,0.7750727255849491,0.8347281044317119
96,If you 're a fan of the series you 'll love it and probably want to see it twice .,2,-1.6618111601146979,-1.2138846354580974,-1.7058243586971809,-1.6802191945409792,-1.6391584605533926
97,I will be .,2,-1.6065387360396306,-3.2063870501055196,-1.1046415291415315,-1.3921174559474516,-1.3915661932480337
98,"It celebrates the group 's playful spark of nonconformity , glancing vividly back at what Hibiscus grandly called his ` angels of light . '",2,0.052892949320963625,-0.026442313757304048,0.11571330974714168,0.02768385936142741,0.05874133907742303
99,"The story ... is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is .",2,-0.6139428300034284,-0.420376532604578,-0.6693524096205842,-0.6597382411566545,-0.613068801947287
100,It is also a testament to the integrity and vision of the band .,2,-2.316454070547792,-1.5229778651507022,-2.3826623488072514,-2.274581459532147,-2.311988070974811
101,"Laced with liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances , No Such Thing is a fascinating little tale .",2,0.15114475502562477,0.5678670735560316,0.017029063952883845,0.07844058403796055,0.07300879854866442
102,"Huppert 's show to steal and she makes a meal of it , channeling Kathy Baker 's creepy turn as the repressed mother on Boston Public just as much as 8 Women 's Augustine .",2,0.10231640184861122,0.23103345721886362,0.07259645330617139,0.09289910118536085,0.0758270643412745
103,Nair does n't treat the issues lightly .,2,2.088960713946393,1.5084416757474384,2.0607935849686605,2.1127265888887656,2.0607746265461144
104,She allows each character to confront their problems openly and honestly .,2,-0.34248103732429613,0.2703387471725131,-0.35327924789014314,-0.2968279268786094,-0.3871309683388171
105,"One of the best silly horror movies of recent memory , with some real shocks in store for unwary viewers .",2,0.25008827530350264,0.5671388545267053,0.19277124705323948,0.2893236217611226,0.218465997413842
106,The work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them .,2,-1.7950779033803208,-1.2178453746720912,-1.828896422596169,-1.742369771270863,-1.825223852406015
107,Strange occurrences build in the mind of the viewer and take on extreme urgency .,2,-0.44577548578912707,0.4020341889185838,-0.593916746622815,-0.452964593721891,-0.4953931525314555
108,"Has a certain ghoulish fascination , and generates a fair amount of B-movie excitement .",2,-1.1894334355438336,-0.8243700286454932,-1.1313841083013012,-1.125048214789839,-1.1757496770367306
109,Familiar but utterly delightful .,2,2.8125306063249327,1.4478685808148075,3.068629078625843,2.9759046216434437,2.939535850509129
110,"A fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction .",2,-0.8925357186379206,-1.0695583181904202,-0.8813524287836414,-0.9580637718731874,-0.8784681231593499
111,"The film aims to be funny , uplifting and moving , sometimes all at once .",2,-1.0638091457972478,-0.5012682385564128,-1.0706176825001321,-1.0432420290258277,-1.0753387945304955
112,The extent to which it succeeds is impressive .,2,-1.3373015116489184,-1.351966621699017,-1.1474433701584406,-1.3177048283127397,-1.265314471548776
113,"The film brilliantly shines on all the characters , as the direction is intelligently accomplished .",2,-0.9830184011605848,-0.5914430208071061,-1.014290653487966,-1.039916965485786,-0.9838096066904399
114,"While not for every taste , this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the National Lampoon film franchise , too long reduced to direct-to-video irrelevancy .",2,0.4057865518054714,0.386976831420698,0.3756008090544069,0.3768160677384345,0.3717959210346571
115,"As broad and cartoonish as the screenplay is , there is an accuracy of observation in the work of the director , Frank Novak , that keeps the film grounded in an undeniable social realism .",2,-1.6246228097692854,-1.178135990710942,-1.566889109190456,-1.537911372184396,-1.609207859128033
116,"In addition to Hoffman 's powerful acting clinic , this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday .",2,-0.4053165196679385,-0.3579112549183372,-0.4511168514654141,-0.43936589792874675,-0.44425375979677784
117,Jeffrey Tambor 's performance as the intelligent jazz-playing exterminator is Oscar-worthy .,2,1.4972842702151357,1.2484924798747983,1.4588221097217904,1.4863453607248476,1.5069612014390823
118,"From the opening strains of the Average White Band 's `` Pick up the Pieces '' , you can feel the love .",2,0.31552119351256025,0.9515378756349353,0.05987115857859744,0.19528556630489477,0.20664108297920747
119,Stevens ' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls .,2,1.3129452824002898,1.3204687238056803,1.1231437178392116,1.216012610753058,1.2391735387835165
120,that it 'll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture,2,-0.7522213417527739,0.1741819089371964,-0.970121943317417,-0.8224604581323816,-0.8529731179008014
121,"Old people will love this movie , and I mean that in the nicest possible way : Last Orders will touch the heart of anyone old enough to have earned a 50-year friendship .",1,-0.6440753752408862,-0.22333148745106507,-0.7489851417972414,-0.6847452365703344,-0.6834306322181986
122,Meyjes ' provocative film might be called an example of the haphazardness of evil .,2,-1.2846949770583602,-0.980590707115044,-1.1268395181858226,-1.2103387326171386,-1.210822501726407
123,Tian emphasizes the isolation of these characters by confining color to Liyan 's backyard .,1,0.006005187287606767,0.06962808568272681,0.12787635353904234,0.14130487171551875,0.05776577639979573
124,The movie is pretty funny now and then without in any way demeaning its subjects .,2,-0.47645531125235074,-0.12127800451515668,-0.5692017759234711,-0.49636423159732934,-0.512265866328315
125,imagine a scenario where Bergman approaches Swedish fatalism using Gary Larson 's Far Side humor,2,1.463558136764526,1.0211666393033436,1.5198121444047783,1.5010167231842233,1.4682485193069252
126,"Too damn weird to pass up , and for the blacklight crowd , way cheaper -LRB- and better -RRB- than Pink Floyd tickets .",2,0.5740983655428028,0.5618162458262875,0.4141658351049475,0.47473503767577674,0.5140675494491354
127,"It is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .",2,-1.350661705390208,-1.4421379217321926,-1.2333402063823076,-1.2757304813652486,-1.28010468326568
128,It 's not a great monster movie .,0,-1.279184701072399,-1.6801680065803777,-1.0583685295649847,-1.248267936212241,-1.2048123956390797
129,"But if you 've paid a matinee price and bought a big tub of popcorn , there 's guilty fun to be had here .",1,-0.15761185647273318,0.075333753684999,-0.243294254681363,-0.2690014397903898,-0.1885585484590943
130,Chomp chomp !,1,3.043762586391766,1.4262592519499067,3.4003249159038815,3.3207360813548426,3.144708155371011
131,The Grey Zone gives voice to a story that needs to be heard in the sea of Holocaust movies ... but the film suffers from its own difficulties .,1,-1.2091902114816946,-0.6280857347023469,-1.239940854828107,-1.1644366167537812,-1.2304311803637273
132,"Others , more attuned to the anarchist maxim that ` the urge to destroy is also a creative urge ' , or more willing to see with their own eyes , will find Morrison 's iconoclastic uses of technology to be liberating .",2,-0.6468958576065463,0.055132959376947836,-0.772656215983784,-0.6940075892894251,-0.666012776586842
133,"Miller tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet .",2,1.6126092738476456,1.3219208460358516,1.5300020765816753,1.5543206170021027,1.5693753369971968
134,Time Out is existential drama without any of the pretension associated with the term .,2,-0.20106693937000353,0.6794282824217921,-0.43271076234504463,-0.2963669211152367,-0.26130307855385887
135,"It 's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .",2,-0.6945702005071658,-0.4735786198978738,-0.7920183549528924,-0.7896782605005827,-0.7271368144446038
136,Writer\/director Alexander Payne -LRB- Election -RRB- and his co-writer Jim Taylor brilliantly employ their quirky and fearless ability to look American angst in the eye and end up laughing .,2,0.3615545962468282,0.6980219880185874,0.23478735485072294,0.3046517149498763,0.31132848442275435
137,A movie that at its best does n't just make the most out of its characters ' flaws but insists on the virtue of imperfection .,1,-0.29737308075454355,-0.28727929289242915,-0.359358571066637,-0.35471704407495747,-0.32879609073986865
138,"It 's tough to watch , but it 's a fantastic movie .",2,-0.712562096135151,-0.28964289617011824,-0.8318832468539097,-0.7704803642665485,-0.7536128915671634
139,The best animated feature to hit theaters since Beauty and the Beast 11 years ago .,2,-0.054357714396111964,0.21527228851839353,-0.18644367587223434,-0.10897807505191243,-0.11877485300771629
140,What saves this deeply affecting film from being merely a collection of wrenching cases is Corcuera 's attention to detail .,2,-0.06813537384587547,-0.1370264012982287,0.02066887879216841,-0.03325120133903362,-0.02195248078582692
141,Pacino is the best he 's been in years and Keener is marvelous .,2,-0.3626703562591573,0.5357097485389555,-0.5694970373005043,-0.42525467351586543,-0.43252842137333813
142,"A solid , spooky entertainment worthy of the price of a ticket .",2,-2.167663077417218,-2.650779736335067,-1.9357162966314074,-2.0764637216563355,-2.057365640045606
143,"By turns fanciful , grisly and engagingly quixotic .",2,0.21876002217069127,-0.7776107888139204,0.5881660075768755,0.3323819195764116,0.3430438822272797
144,"... very funny , very enjoyable ...",2,1.8569373099359359,1.4246284077428564,1.835794916180356,1.8950283589916819,1.8213053913743227
145,Adaptation is intricately constructed and in a strange way nails all of Orlean 's themes without being a true adaptation of her book .,2,-1.373027576975039,-1.1720184019250404,-1.2732179131451786,-1.274473895913895,-1.3210889244946282
146,So purely enjoyable that you might not even notice it 's a fairly straightforward remake of Hollywood comedies such as Father of the Bride .,2,-0.5201208050440665,-0.8354410191218813,-0.4690169715726617,-0.565053748426738,-0.4808701253870917
147,Moonlight Mile gives itself the freedom to feel contradictory things .,2,1.0991626032067847,0.9925864041518793,1.0923812195641462,1.118569733396624,1.1005868276324577
148,"It is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter .",2,-0.7041330385522977,-0.4379379377603363,-0.7270513184917972,-0.7528730332823516,-0.6936022978753393
149,"The real triumphs in Igby come from Philippe , who makes Oliver far more interesting than the character 's lines would suggest , and Sarandon , who could n't be better as a cruel but weirdly likable WASP matron .",2,0.451035551649431,0.5885225899877091,0.3196054334710809,0.3495818629754808,0.39404863058115147
150,Robin Williams has thankfully ditched the saccharine sentimentality of Bicentennial Man in favour of an altogether darker side .,2,-0.021504148063161945,-0.4858359062178153,0.11965196111722999,0.017653696708456505,0.05986004228265587
151,"If you 're willing to have fun with it , you wo n't feel cheated by the high infidelity of Unfaithful .",2,-0.39925048746938463,-0.29712065283604566,-0.4660027414160311,-0.4900708833895204,-0.4104402145826305
152,Australia : Land Beyond Time is an enjoyable Big Movie primarily because Australia is a weirdly beautiful place .,2,0.23229763718799878,0.38249052392819327,0.24990011170804638,0.273829575957157,0.25139051549346086
153,Hoffman 's performance is authentic to the core of his being .,2,-0.03940999422273402,0.7355367242341901,-0.25328799013355374,-0.10404600739058531,-0.09083439003989977
